




class_5 PathMinHeap
class_3593 LegacyDyeItemMapping
class_3594 EntityArmorStandSilentFix
class_3595 EntityBlockStateFix
class_3596 EntityCodSalmonFix
class_3597 EntityCustomNameToTextFix
class_3598 EntityElderGuardianSplitFix
class_3599 EntityEquipmentToArmorAndHandFix
class_3600 EntityHealthFix
class_3601 EntityHorseSaddleFix
class_3602 EntityHorseSplitFix
class_3603 EntityIdFix
class_3604 EntityItemFrameDirectionFix
class_3605 EntityMinecartIdentifiersFix
class_3606 HangingEntityFix
class_3607 EntityPaintingMotiveFix
class_3608 EntityPufferfishRenameFix
class_3609 FlowableFluid
class_3610 FluidState
class_3611 Fluid
class_3612 Fluids

class_3614 Material
class_3615 Builder
class_3616 LavaFluid
class_3617 Flowing
class_3618 Still
class_3619 PistonBehavior
class_3620 MapColor
class_3621 WaterFluid
class_3622 Flowing
class_3623 Still









































class_3665 ModelBakeSettings
class_3666 EndSpikeFeatureConfig

class_3668 FillPlayerHeadLootFunction
class_3669 Serializer
class_3670 SetNameLootFunction
class_3671 SetLoreLootFunction
class_3672 Serializer
class_3673 GlfwUtil
class_3674 Clipboard
class_3675 InputUtil
class_3676 MonitorFactory

class_3678 WindowEventHandler
class_3679 GlShader
class_3680 CatEntityModel
class_3681 ClientChunkMap
class_3682 WindowProvider
class_3683 OcelotEntityRenderer
class_3684 CatCollarFeatureRenderer
class_3685 RawTextureDataLoader
class_3686 Schema1904
class_3687 Schema1906
class_3688 EmptyProfileResult



class_3692 ProfileResultImpl
class_3693 ReadableProfiler
class_3694 DummyProfiler
class_3695 Profiler
class_3696 ProfileResult
class_3697 GoToBedAndSleepGoal
class_3698 CatFleeGoal
class_3699 SleepWithOwnerGoal
class_3700 TemptGoal
class_3701 OcelotEntity
class_3702 FleeGoal
class_3703 OcelotTemptGoal

class_3705 BlastFurnaceScreenHandler
class_3706 SmokerScreenHandler
class_3707 FilteredRootNode
class_3708 BarrelBlock
class_3709 BellBlock
class_3710 BlastFurnaceBlock
class_3711 CartographyTableBlock
class_3712 FletchingTableBlock
class_3713 GrindstoneBlock
class_3714 GiftLootTableGenerator
class_3715 LecternBlock
class_3716 SmokerBlock
class_3717 SmithingTableBlock
class_3718 StonecutterBlock
class_3719 BarrelBlockEntity
class_3720 BlastFurnaceBlockEntity
class_3721 BellBlockEntity
class_3722 LecternBlockEntity
class_3723 SmokerBlockEntity
class_3724 Unloaded
class_3725 EntityCatSplitFix
class_3726 ShapeContext
class_3727 EntityShapeContext
class_3728 SelectionManager
class_3729 IllagerEntityRenderer
class_3730 SpawnReason

class_3732 PatrolEntity
class_3733 PatrolGoal
class_3734 ScaffoldingItem
class_3735 EntityEquipmentPredicate
class_3736 ScaffoldingBlock
class_3737 Waterloggable
class_3738 ServerTask



class_3742 JigsawBlockScreen
class_3743 Schema1909
class_3744 Stage
class_3745 CrossbowUser
class_3746 TestableWorld
class_3747 ModifiableTestableWorld
class_3748 JigsawBlock
class_3749 LanternBlock
class_3750 Patterns
class_3751 JigsawBlockEntity
class_3752 ShapeCache
class_3753 UpdateJigsawC2SPacket
class_3754 NoiseChunkGenerator
class_3755 ChunkLightRemoveFix
class_3756 PerlinNoiseSampler


class_3759 MoveToRaidCenterGoal
class_3760 DisableableFollowTargetGoal
class_3761 BreakDoorGoal

class_3763 RaiderEntity
class_3764 PickupBannerAsLeaderGoal
class_3765 Raid
class_3766 Member
class_3767 RaidManager
class_3768 SimpleGenerationTask
class_3769 PatrolSpawner



class_3773 StructurePieceType


class_3776 FeaturePoolElement
class_3777 EmptyPoolElement
class_3778 StructurePoolBasedGenerator

class_3780 JigsawJunction
class_3781 SinglePoolElement
class_3782 ListPoolElement

class_3784 StructurePoolElement
class_3785 StructurePool
class_3786 Projection

class_3788 ChunkStatusFix2
class_3789 BuriedTreasureGenerator
class_3790 PoolStructurePiece
class_3791 PillagerOutpostGenerator

class_3793 BlockIgnoreStructureProcessor
class_3794 JigsawReplacementStructureProcessor
class_3795 GravityStructureProcessor

class_3797 MinecraftVersion
class_3798 TagMatchRuleTest
class_3799 MinecraftClientGame
class_3800 PerformanceMetricsImpl
class_3801 ClientGameSession
class_3802 GrindstoneScreen
class_3803 GrindstoneScreenHandler

class_3805 BlockPileFeature
class_3806 ServerPropertiesHandler
class_3807 ServerPropertiesLoader
class_3808 AbstractPropertiesHandler
class_3809 PropertyAccessor



class_3813 VillageGenerator

class_3815 PlainsVillageData
class_3816 StructurePoolElementType

class_3818 AlwaysTrueRuleTest
class_3819 BlockMatchRuleTest
class_3820 BlockStateMatchRuleTest
class_3821 StructureProcessorRule
class_3822 NopStructureProcessor
class_3823 RandomBlockStateMatchRuleTest
class_3824 RandomBlockMatchRuleTest
class_3825 RuleTest
class_3826 RuleStructureProcessor
class_3827 RuleTestType
class_3828 StructureProcessorType
class_3829 Clearable
class_3830 SweetBerryBushBlock



class_3834 SavannaVillageData

class_3836 SnowyVillageData
class_3837 CopyNbtLootFunction
class_3838 Builder
class_3839 Operation

class_3841 Operator
class_3842 Serializer
class_3843 StructureValidatorProvider

class_3845 VillagerProfessionFix
class_3846 TaskExecutor
class_3847 TaskQueue
class_3848 Prioritized
class_3849 Simple
class_3850 VillagerData
class_3851 VillagerDataContainer
class_3852 VillagerProfession
class_3853 TradeOffers
class_3854 VillagerType
class_3855 AbstractFireballEntity
class_3856 FlyingItemEntity
class_3857 ThrownItemEntity
class_3858 FurnaceScreenHandler
class_3859 BlastingRecipe

class_3861 SmeltingRecipe
class_3862 SmokingRecipe

class_3864 DefaultBiomeFeatures
class_3865 FurnaceBlock
class_3866 FurnaceBlockEntity
class_3867 Attachment
class_3868 DesertVillageData

class_3870 TaigaVillageData
class_3871 BlastFurnaceScreen
class_3872 BookScreen
class_3873 FurnaceScreen
class_3874 SmokerScreen
class_3875 BlastFurnaceRecipeBookScreen
class_3876 FurnaceRecipeBookScreen
class_3877 SmokerRecipeBookScreen

class_3879 Model
class_3880 BellBlockEntityRenderer
class_3881 ModelWithArms
class_3882 ModelWithHead
class_3883 FeatureRendererContext
class_3884 ModelWithHat
class_3885 VillagerClothingFeatureRenderer
class_3886 ZombieEntityRenderer
class_3887 FeatureRenderer
class_3888 VillagerResourceMetadata
class_3889 HatType
class_3890 VillagerResourceMetadataReader




class_3895 OpenWrittenBookS2CPacket
class_3896 LevelUpdateListener
class_3897 PlayersWatchingChunkProvider
class_3898 ThreadedAnvilChunkStorage
class_3899 LevelPrioritizedQueue
class_3900 ChunkTaskPrioritySystem
class_3901 Stage
class_3902 Unit
class_3903 CatTypeFix
class_3904 NewVillageFix
class_3905 Schema1920
class_3906 MessageListener
class_3907 PrioritizedTask
class_3908 NamedScreenHandlerFactory
class_3909 RaidGoal
class_3910 CartographyTableScreenHandler


class_3913 PropertyDelegate
class_3914 ScreenHandlerContext
class_3915 Property
class_3916 LecternScreenHandler
class_3917 ScreenHandlerType
class_3918 Factory
class_3919 ArrayPropertyDelegate
class_3920 CampfireCookingRecipe

class_3922 CampfireBlock
class_3923 PropertyRetriever
class_3924 CampfireBlockEntity
class_3925 DummyInventory


class_3928 LevelLoadingScreen
class_3929 HandledScreens
class_3930 Provider
class_3931 Contents
class_3932 WritableBookContents
class_3933 WrittenBookContents
class_3934 CartographyTableScreen
class_3935 LecternScreen
class_3936 ScreenHandlerProvider
class_3937 CampfireSmokeParticle
class_3938 CosySmokeFactory
class_3939 Factory
class_3940 BillboardParticle
class_3941 CampfireBlockEntityRenderer
class_3942 LecternBlockEntityRenderer
class_3943 SetTradeOffersS2CPacket
class_3944 OpenScreenS2CPacket
class_3945 TeamMsgCommand
class_3946 Task
class_3947 UnblockingMessage
class_3948 NearbyChunkTicketUpdater
class_3949 WorldGenerationProgressListener
class_3950 WorldGenerationProgressListenerFactory
class_3951 WorldGenerationProgressLogger
class_3952 QueueingWorldGenerationProgressListener
class_3953 WorldGenerationProgressTracker
class_3954 InventoryProvider
class_3955 CraftingRecipe
class_3956 RecipeType
class_3957 CookingRecipeSerializer
class_3958 RecipeFactory
class_3959 RaycastContext
class_3960 ShapeType
class_3961 ShapeProvider
class_3962 ComposterBlock
class_3963 ComposterInventory
class_3964 FullComposterInventory
class_3965 BlockHitResult
class_3966 EntityHitResult

class_3968 AbstractZombieModel
class_3969 GiantEntityModel
class_3970 MapIdFix
class_3971 StonecutterScreenHandler
class_3972 CuttingRecipe
class_3973 Serializer
class_3974 RecipeFactory
class_3975 StonecuttingRecipe
class_3976 WorldBorderSyncer
class_3977 VersionedChunkStorage
class_3978 IdCountsState
class_3979 StonecutterScreen
class_3980 CuboidBlockIterator
class_3981 SingleItemRecipeJsonBuilder
class_3982 SingleItemRecipeJsonProvider
class_3983 EntityRavagerRenameFix
class_3984 Schema1928
class_3985 Schema1929
class_3986 TraderLlamaEntity
class_3987 DefendTraderGoal
class_3988 MerchantEntity
class_3989 WanderingTraderEntity
class_3990 WanderingTraderManager
class_3991 Factory
class_3992 WanderingTraderEntityRenderer
class_3993 HoldInHandsGoal
class_3994 WanderToTargetGoal
class_3995 SignalSmokeFactory

class_3997 FlashFactory
class_3998 NoRenderParticle
class_3999 ParticleTextureSheet


class_4002 SpriteProvider
class_4003 SpriteBillboardParticle
class_4004 VillagerHeldItemFeatureRenderer
class_4005 AsyncTexture
class_4006 TextureData
class_4007 Data
class_4008 SplashTextResourceSupplier
class_4009 SoundList
class_4010 ProfiledResourceReload
class_4011 ResourceReload

class_4013 SynchronousResourceReloader
class_4014 SimpleResourceReload

class_4016 Schema1931
class_4017 DiveJumpingGoal
class_4018 GoToVillageGoal
class_4019 FoxEntity
class_4020 DefendFriendGoal
class_4021 StopWanderingGoal
class_4022 WorriableEntityFilter
class_4023 CalmDownGoal
class_4024 MateGoal
class_4025 EatBerriesGoal
class_4026 FoxSwimGoal
class_4027 FoxData
class_4028 FoxLookControl
class_4029 AttackGoal
class_4030 FoxMoveControl
class_4031 GoToVillageGoal
class_4032 EscapeWhenNotAggressiveGoal
class_4033 JumpChasingGoal
class_4034 PickupItemGoal
class_4035 SitDownAndLookAroundGoal
class_4036 AvoidDaylightGoal
class_4037 DelayedCalmDownGoal
class_4038 MoveToHuntGoal
class_4039 Type

class_4041 FoxEntityModel
class_4042 FoxEntityRenderer
class_4043 FoxHeldItemFeatureRenderer
class_4044 PaintingManager
class_4045 Synchronizer
class_4046 Summary
class_4047 Factory
class_4048 EntityDimensions
class_4049 EntityFactory
class_4050 EntityPose
class_4051 TargetPredicate
class_4052 FollowParentGoal
class_4053 Type
class_4054 AttackGoal

class_4056 LookAtEntityGoal
class_4057 DyeableArmorItem
class_4058 DyeableHorseArmorItem
class_4059 HorseArmorItem
class_4060 AoMode
class_4061 AttackIndicator

class_4063 CloudRenderMode

class_4065 NarratorMode
class_4066 ParticlesMode

class_4068 Drawable
class_4069 ParentElement
class_4070 LogoTexture
class_4071 Overlay
class_4072 IconButtonWidget
class_4073 HorseArmorFeatureRenderer
class_4074 StatusEffectSpriteManager
class_4075 SpriteAtlasHolder
class_4076 ChunkSectionPos
class_4077 TicketDistanceLevelPropagator

class_4079 SectionDistanceLevelPropagator
class_4080 SinglePreparationResourceReloader
class_4081 StatusEffectCategory
class_4082 DrippingLava
class_4083 ContinuousFalling
class_4084 Dripping
class_4085 Landing
class_4086 FallingLavaFactory
class_4087 LandingLavaFactory
class_4088 DrippingWaterFactory
class_4089 ParticleTextureData
class_4090 SimpleSpriteProvider
class_4091 SpriteAwareFactory
class_4092 OptionsAddTextBackgroundFix
class_4093 ReentrantThreadExecutor
class_4094 InteractionObserver
class_4095 Brain
class_4096 FindPointOfInterestTask
class_4097 Task
class_4098 Status
class_4099 BlockPosLookTarget
class_4100 StopPanickingTask
class_4101 WaitTask
class_4102 EntityLookTarget
class_4103 CompositeTask
class_4104 Order
class_4105 RunMode
class_4106 FindEntityTask
class_4107 OpenDoorsTask
class_4108 FollowCustomerTask
class_4109 FindInteractionTargetTask
class_4110 LookAroundTask
class_4111 VillagerBreedTask
class_4112 WanderAroundTask
class_4113 PanicTask
class_4114 GoToWorkTask
class_4115 LookTarget
class_4116 GoToIfNearbyTask
class_4117 FindWalkTargetTask
class_4118 RandomTask
class_4119 FollowMobTask
class_4120 GoTowardsLookTarget
class_4121 GoToRememberedPositionTask
class_4122 VillagerWalkTowardsTask
class_4123 SleepTask
class_4124 MeetVillagerTask
class_4125 StayAboveWaterTask
class_4126 GatherItemsVillagerTask
class_4127 ScheduleActivityTask
class_4128 ForgetCompletedPointOfInterestTask
class_4129 VillagerTaskListProvider
class_4130 HoldTradeOffersTask


class_4133 VillagerWorkTask
class_4134 Control
class_4135 PrioritizedGoal
class_4136 VillagerGossips
class_4137 Reputation
class_4138 GossipEntry
class_4139 VillageGossipType
class_4140 MemoryModuleType
class_4141 MemoryModuleState
class_4142 WalkTarget
class_4143 DummySensor
class_4144 HurtBySensor

class_4146 NearestLivingEntitiesSensor
class_4147 NearestPlayersSensor
class_4148 Sensor
class_4149 SensorType
class_4150 VillagerHostilesSensor
class_4151 EntityInteraction
class_4152 State
class_4153 PointOfInterestStorage
class_4154 PointOfInterestDistanceTracker
class_4155 OccupationStatus
class_4156 PointOfInterest
class_4157 PointOfInterestSet
class_4158 PointOfInterestType
class_4159 ChasePlayerGoal
class_4160 SellDyedArmorFactory
class_4161 BuyForOneEmeraldFactory
class_4162 TypeAwareBuyForOneEmeraldFactory
class_4163 SellEnchantedToolFactory
class_4164 ProcessItemFactory
class_4165 SellItemFactory
class_4166 SellSuspiciousStewFactory
class_4167 SellPotionHoldingItemFactory
class_4168 Activity
class_4169 ScheduleRuleEntry
class_4170 Schedule
class_4171 ScheduleBuilder
class_4172 ActivityEntry
class_4173 ScheduleRule
class_4174 FoodComponent
class_4175 Builder
class_4176 FoodComponents


class_4179 DestructionType
class_4180 SerializingRegionBasedStorage
class_4181 ShapedPoolStructurePiece
class_4182 StructurePoolGenerator

class_4184 Camera
class_4185 ButtonWidget



class_4189 AccessibilityOptionsScreen
class_4190 BuffetBiomesListWidget
class_4191 BuffetBiomeItem
class_4192 SuperflatLayersListWidget
class_4193 SuperflatLayerEntry
class_4194 LanguageEntry
class_4195 LanguageSelectionListWidget
class_4196 SuperflatPresetsListWidget
class_4197 Entry
class_4198 GeneralStatsListWidget
class_4199 Entry
class_4200 ItemStatsListWidget
class_4201 Entry
class_4202 EntityStatsListWidget


class_4205 GoalSelectorDebugRenderer
class_4206 GoalSelector
class_4207 VillageDebugRenderer
class_4208 GlobalPos
class_4209 DebugInfoSender
class_4210 UpdateDifficultyC2SPacket
class_4211 UpdateDifficultyLockC2SPacket
class_4212 MainThreadExecutor

class_4214 WakeUpTask
class_4215 LookTargetUtil
class_4216 RunMode
class_4217 FarmerVillagerTask
class_4218 PlayWithVillagerBabiesTask
class_4219 GoToNearbyPositionTask
class_4220 GoToSecondaryPositionTask
class_4221 SecondaryPointsOfInterestSensor

class_4223 PatrolApproachGoal
class_4224 Source
class_4225 SoundEngine
class_4226 SourceSetImpl
class_4227 SoundListener
class_4228 OggAudioStream
class_4229 ChannelList
class_4230 AlUtil
class_4231 StaticSound
class_4232 Brain
class_4233 PointOfInterest
class_4234 AudioStream
class_4235 Channel
class_4236 SourceManager
class_4237 SoundLoader
class_4238 SoundExecutor
class_4239 FileNameUtil

class_4241 PressAction
class_4242 CelebrateRaidWinTask
class_4243 GiveGiftsToHeroTask
class_4244 SeekSkyAfterRaidWinTask
class_4245 JumpInBedTask
class_4246 HideInHomeTask
class_4247 HideInHomeDuringRaidTask
class_4248 SeekSkyTask
class_4249 HideWhenBellRingsTask
class_4250 EndRaidTask
class_4251 RingBellTask
class_4252 ForgetBellRingTask
class_4253 StartRaidTask
class_4254 RunAroundAfterRaidTask
class_4255 LongDoorInteractGoal
class_4256 NearestBedSensor
class_4257 VillagerBabiesSensor
class_4258 LongDoorInteractGoal
class_4259 Status
class_4260 CelebrateGoal
class_4261 AttackHomeGoal
class_4262 AbstractGlassBlock

class_4264 PressableWidget
class_4265 ElementListWidget
class_4266 Entry
class_4267 MultiplayerServerListWidget
class_4268 ScanningEntry
class_4269 LanServerEntry
class_4270 ServerEntry
class_4271 ResourcePackEntry
class_4272 WorldEntry
class_4273 ChunkLoadDistanceS2CPacket
class_4274 CatSpawner
class_4275 Stainable
class_4276 SourceSet
class_4277 BubbleColumnSoundPlayer
class_4278 FillLayerFeature
class_4279 FillLayerFeatureConfig
class_4280 AlwaysSelectedEntryListWidget
class_4281 Entry
class_4282 ChunkRenderDistanceCenterS2CPacket

class_4284 DataFixTypes
class_4285 PointOfInterestReorganizationFix
class_4286 CheckboxWidget

class_4288 MouseOptionsScreen
class_4289 WanderIndoorsTask
class_4290 WalkHomeTask
class_4291 WanderAroundPointOfInterestGoal
class_4292 LookAtEntityGoal
class_4293 AttackGoal
class_4294 OminousBannerItemRenameFix
class_4295 LoseJobOnSiteLossTask
class_4296 SimpleTickScheduler


class_4299 OminousBannerBlockEntityRenameFix
class_4300 VillagerXpRebuildFix
class_4301 ZombieVillagerXpRebuildFix

class_4303 BrightnessCache
class_4304 RaidCenterDebugRenderer
class_4305 LoadTask
class_4306 SpawnPredicate
class_4307 GolemLastSeenSensor

class_4309 JsonDataLoader
class_4310 BooleanRule
class_4311 Visitor
class_4312 IntRule
class_4313 Key
class_4314 Type
class_4315 Rule

class_4317 RepairItemRecipe

class_4319 McoServerComparator
class_4320 State
class_4321 WorldType
class_4322 SubscriptionType
class_4323 WorldTemplateType
class_4324 KeyCombo
class_4325 RealmsMainScreen
class_4326 CloseButton
class_4327 NewsButton
class_4328 PendingInvitesButton
class_4329 RealmSelectionList
class_4330 RealmSelectionListEntry
class_4331 RealmSelectionListTrialEntry

class_4333 FileDownload
class_4334 DownloadCountingOutputStream
class_4335 ProgressListener
class_4336 ResourcePackProgressListener
class_4337 FileUpload
class_4338 CustomInputStreamEntity
class_4339 Ping
class_4340 Region
class_4341 RealmsClient
class_4342 CompatibleVersionResponse
class_4343 Environment
class_4344 RealmsClientConfig
class_4345 RealmsError
class_4346 Request
class_4347 Delete
class_4348 Get
class_4349 Post
class_4350 Put
class_4351 UploadStatus
class_4352 ValueObject
class_4353 RealmsDefaultUncaughtExceptionHandler
class_4354 RealmsHttpException
class_4355 RealmsServiceException
class_4356 RetryCallException

class_4358 LongRunningTask








class_4367 RealmsWorldSlotButton
class_4368 Action

class_4370 State
class_4371 RealmsAcceptRejectButton







class_4379 RealmsBackupInfoScreen
class_4380 BackupInfoList
class_4381 RealmsBackupScreen
class_4382 BackupObjectSelectionList
class_4383 BackupObjectSelectionListEntry
class_4384 RealmsBrokenWorldScreen


class_4387 RealmsClientOutdatedScreen
class_4388 RealmsConfigureWorldScreen
class_4389 RealmsConfirmScreen
class_4390 RealmsCreateRealmScreen

class_4392 RealmsDownloadLatestWorldScreen
class_4393 DownloadStatus
class_4394 RealmsGenericErrorScreen
class_4395 RealmsInviteScreen
class_4396 RealmsLongConfirmationScreen
class_4397 Type
class_4398 RealmsLongRunningMcoTaskScreen
class_4399 RealmsNotificationsScreen
class_4400 RealmsParentalConsentScreen
class_4401 RealmsPendingInvitesScreen
class_4402 PendingInvitationSelectionList
class_4403 PendingInvitationSelectionListEntry
class_4404 AcceptButton
class_4405 RejectButton
class_4406 RealmsPlayerScreen
class_4407 InvitedObjectSelectionList
class_4408 InvitedObjectSelectionListEntry
class_4409 RealmsResetNormalWorldScreen
class_4410 RealmsResetWorldScreen
class_4411 FrameButton

class_4413 ResetWorldInfo


class_4416 RealmsSelectFileToUploadScreen
class_4417 WorldListEntry
class_4418 WorldSelectionList
class_4419 RealmsSelectWorldTemplateScreen
class_4420 WorldTemplateObjectSelectionList
class_4421 WorldTemplateObjectSelectionListEntry
class_4422 RealmsSettingsScreen
class_4423 RealmsSlotOptionsScreen
class_4424 SettingsSlider
class_4425 RealmsSubscriptionInfoScreen
class_4426 RealmsTermsScreen
class_4427 RealmsUploadScreen
class_4428 SizeUnit
class_4429 UploadResult
class_4430 Builder
class_4431 JsonUtils
class_4432 RealmsPersistence
class_4433 RealmsPersistenceData

class_4435 CloseServerTask
class_4436 DownloadTask
class_4437 OpenServerTask
class_4438 RealmsConnectTask
class_4439 RealmsGetServerDetailsTask
class_4440 ResettingWorldTask
class_4441 RestoreTask
class_4442 SwitchMinigameTask
class_4443 SwitchSlotTask

class_4445 WorldCreationTask
class_4446 RealmsTextureManager
class_4447 RealmsTexture
class_4448 RealmsUtil
class_4449 SkinProcessor
class_4450 TextRenderingUtils
class_4451 Line
class_4452 LineSegment
class_4453 UploadTokenCache

class_4455 ModelDefinition
class_4456 CsvWriter
class_4457 Header
class_4458 GoToPointOfInterestTask
class_4459 TargetPathNode
class_4460 Tweaker
class_4461 LongArgumentSerializer

class_4463 PlayerActionResponseS2CPacket
class_4464 Counter
class_4465 Schema2100
class_4466 BeeEntity
class_4467 NotAngryGoal
class_4468 StingGoal
class_4469 StingTargetGoal
class_4470 EnterHiveGoal

class_4472 MoveToHiveGoal
class_4473 MoveToFlowerGoal
class_4474 GrowCropsGoal
class_4475 BeeRevengeGoal
class_4476 FindHiveGoal
class_4477 BeeLookControl
class_4478 PollinateGoal
class_4479 BeeWanderAroundGoal
class_4480 HoneyBottleItem
class_4481 BeehiveBlock
class_4482 BeehiveBlockEntity
class_4483 Bee
class_4484 BeeState
class_4485 SectorMap
class_4486 ChunkStreamVersion
class_4487 Wrapper
class_4488 CopyStateFunction
class_4489 Builder
class_4490 Serializer
class_4491 RenderCallStorage


class_4494 GlDebugInfo
class_4495 BeeEntityModel
class_4496 ModelUtil
class_4497 Falling
class_4498 FallingHoney
class_4499 FallingHoneyFactory
class_4500 DrippingHoneyFactory
class_4501 LandingHoneyFactory
class_4502 FallingNectarFactory
class_4503 GameTestDebugRenderer
class_4504 Marker
class_4505 BeeEntityRenderer
class_4506 StuckStingersFeatureRenderer
class_4507 StuckObjectsFeatureRenderer
class_4508 AggressiveBeeSoundInstance
class_4509 PassiveBeeSoundInstance
class_4510 AbstractBeeSoundInstance
class_4511 CompressedData
class_4512 GameTestException
class_4513 PositionedException
class_4514 GameTestBatch
class_4515 TestRunner
class_4516 TestContext
class_4517 GameTestState
class_4518 TestListener
class_4519 TestFunctions
class_4520 TestUtil
class_4521 TestManager
class_4522 TickLimitExceededException
class_4523 FailureLoggingTestCompletionListener
class_4524 TestSet
class_4525 StructureTestUtil
class_4526 TestClassArgumentType
class_4527 TestCommand
class_4528 Listener
class_4529 TestFunction
class_4530 TestFunctionArgumentType
class_4531 TestCompletionListener
class_4532 PacketHandler
class_4533 PacketHandlerInitializer
class_4534 DstFactor
class_4535 SrcFactor

class_4537 ThrowablePotionItem
class_4538 WorldView
class_4539 Mode
class_4540 SeedMixer
class_4541 BiomeFormatFix

class_4543 BiomeAccess
class_4544 Storage




class_4549 OutputAction
class_4550 BlockPredicate
class_4551 FluidPredicate
class_4552 LightPredicate
class_4553 PlayerPredicate
class_4554 AdvancementCriteriaPredicate
class_4555 CompletedAdvancementPredicate
class_4556 AdvancementPredicate
class_4557 Builder
class_4558 AbstractCriterion
class_4559 StatePredicate
class_4560 Builder
class_4561 ExactValueCondition
class_4562 Condition
class_4563 RangedValueCondition

class_4565 DataCommandStorage
class_4566 PersistentState
class_4567 LootConditionManager
class_4568 ReferenceLootCondition
class_4569 Serializer

class_4571 TimeCheckLootCondition
class_4572 Serializer
class_4573 RenderCall
class_4574 DrawArrayParameters
class_4575 SetupTask

class_4577 Task
class_4578 RebuildTask
class_4579 SortTask
class_4580 StorageDataObject
class_4581 Matrix3f
class_4582 SkinOverlayOwner
class_4583 OverlayVertexConsumer
class_4584 BufferVertexConsumer
class_4585 FixedColorVertexConsumer
class_4586 OutlineVertexConsumer
class_4587 MatrixStack
class_4588 VertexConsumer
class_4589 Dual
class_4590 AffineTransformation

class_4592 AnimalModel
class_4593 TintableAnimalModel
class_4594 TintableCompositeModel
class_4595 CompositeEntityModel
class_4596 FogType
class_4597 VertexConsumerProvider
class_4598 Immediate
class_4599 BufferBuilderStorage



class_4603 InGameOverlayRenderer
class_4604 Frustum
class_4605 ChunkLoadingStatus
class_4606 EyesFeatureRenderer
class_4607 EnergySwirlOverlayFeatureRenderer
class_4608 OverlayTexture
class_4609 AffineTransformations
class_4610 Cache
class_4611 Cache
class_4612 Cache
class_4613 Cache
class_4614 NbtType
class_4615 NbtTypes
class_4616 StorageNbtDataSource
class_4617 NameGenerator
class_4618 OutlineVertexConsumerProvider

class_4620 PointOfInterestFix
class_4621 Crack
class_4622 HoneyBlock
class_4623 Boxes

class_4625 HugeMushroomFeature


class_4628 RandomPatchFeature





class_4634 BlockPileFeatureConfig
class_4635 HugeMushroomFeatureConfig


class_4638 RandomPatchFeatureConfig



class_4642 SpringFeatureConfig
class_4643 TreeFeatureConfig
class_4644 Builder
class_4645 AcaciaFoliagePlacer
class_4646 BlobFoliagePlacer
class_4647 FoliagePlacer
class_4648 FoliagePlacerType
class_4649 PineFoliagePlacer
class_4650 SpruceFoliagePlacer
class_4651 BlockStateProvider
class_4652 BlockStateProviderType


class_4655 PillarBlockStateProvider
class_4656 SimpleBlockStateProvider
class_4657 WeightedBlockStateProvider
class_4658 AlterGroundTreeDecorator
class_4659 BeehiveTreeDecorator
class_4660 CocoaBeansTreeDecorator
class_4661 LeavesVineTreeDecorator
class_4662 TreeDecorator
class_4663 TreeDecoratorType
class_4664 TrunkVineTreeDecorator
class_4665 Entry
class_4666 StickyKeyBinding
class_4667 GameOptionsScreen
class_4668 RenderPhase

class_4670 Toggleable
class_4671 Cull
class_4672 DepthTest


class_4675 Layering
class_4676 Lightmap
class_4677 LineWidth
class_4678 Target
class_4679 Overlay


class_4682 OffsetTexturing
class_4683 Texture
class_4684 Texturing
class_4685 Transparency
class_4686 WriteMaskState
class_4687 MultiPhase
class_4688 MultiPhaseParameters
class_4689 Builder
class_4690 Result
class_4691 IronGolemCrackFeatureRenderer
class_4692 TimedTask
class_4693 TimedTaskRunner
class_4694 SpectateCommand
class_4695 StructureReferenceFix
class_4696 RenderLayers
class_4697 PassiveData
class_4698 StorageIoWorker
class_4699 Result
class_4700 BiomeColorCache
class_4701 Last
class_4702 SignModel
class_4703 BeeDebugRenderer

class_4705 Hive
class_4706 SortedArraySet
class_4707 SetIterator
class_4708 BeeNestDestroyedCriterion
class_4709 Conditions
class_4710 Builder
class_4711 ItemCriterion
class_4712 Conditions
class_4713 SlideDownBlockCriterion
class_4714 Conditions
class_4715 NoOpFeature
class_4716 GlErroredException
class_4717 ChatInputSuggestor
class_4718 GlException
class_4719 SignType
class_4720 VertexConsumers

class_4722 TexturedRenderLayers
class_4723 SpriteTexturedVertexConsumer
class_4724 SpriteAtlasManager
class_4725 MipmapHelper
class_4726 SpriteConsumer
class_4727 Info
class_4728 Interpolation
class_4729 Format4ResourcePack
class_4730 SpriteIdentifier
class_4731 RemovePoiValidTagFix
class_4732 DoubleBlockProperties
class_4733 Type
class_4734 PropertySource
class_4735 Pair
class_4736 Single
class_4737 LightmapCoordinatesRetriever
class_4738 PositionUpdater
class_4739 AbstractChestBlock
class_4740 FpsSmoother



class_4744 AdvancementRenameFix
class_4745 RecipeRenameFix
class_4746 LocatedInfo
class_4747 CounterInfo
class_4748 ProfileLocationInfo
class_4749 MultiplayerWarningScreen
class_4750 OutlineMode
class_4751 GuiLight
class_4752 FurnaceRecipesFix
